Nimi;Lukumäärä
Avelia;20
Avin;20
Berith;20
Blanca;20
Caitlin;20
Dia;20
Dominique;20
Edea;20
Eeva-Kaija;20
Eila-Maija;20
Elaine;20
Elke;20
Elsbeth;20
Elvia;20
Eman;20
Eugenia;20
Evella;20
Evgeniya;20
Fatimah;20
Gresa;20
Hayley;20
Heather;20
Heidi-Mari;20
Hippu;20
Hope;20
Ida-Kaisa;20
Inès;20
Inga-Maria;20
Inge-May;20
Isa-Maria;20
Jaana-Maarit;20
Jamilla;20
Jenni-Sofia;20
Kaisa-Marja;20
Karo;20
Katja-Maarit;20
Kenza;20
Kerli;20
Laura-Elina;20
Lis-Marie;20
Liyana;20
Luul;20
Luz;20
Maijaleena;20
Majbritt;20
Malia;20
Manal;20
Mari-Liisa;20
Mariza;20
Marléne;20
Marzia;20
Meini;20
Meriem;20
Merituulia;20
Miitu;20
Mio;20
Mirabella;20
Miroslava;20
Miski;20
Mitja;20
Nabila;20
Narin;20
Natacha;20
Nathalia;20
Neah;20
Nelli-Maria;20
Nermin;20
Nesrin;20
Ninetta;20
Paula-Maria;20
Ranya;20
Raquel;20
Rasha;20
Riina-Kaisa;20
Riina-Mari;20
Ruweyda;20
Sari-Anneli;20
Satu-Päivikki;20
Saynab;20
Senny;20
Shahad;20
Silvi;20
Syeda;20
Tess;20
Tetta;20
Tiia-Liisa;20
Tiinu;20
Triin;20
Vanda;20
Veera-Kaisa;20
Zoya;20
Abdikarim;20
Alexandru;20
Amadou;20
Amit;20
Amjad;20
Anttijussi;20
Atilla;20
Axl;20
Bayram;20
Besim;20
Bruce;20
Burak;20
Carl-Christian;20
Demian;20
Didrik;20
Dorian;20
Eeropekka;20
Erick;20
Gunder;20
Haakon;20
Hai;20
Hannu-Heikki;20
Ilkka-Kristian;20
István;20
Iurii;20
Jaanus;20
Jafar;20
Jami-Petteri;20
Jarl-Erik;20
Jiska;20
Joan;20
Juko;20
Kaan;20
Kalle-Antti;20
Kalle-Oskari;20
Karl-Olof;20
Kerem;20
Kuuno;20
Leni;20
Lias;20
Makar;20
Maks;20
Manh;20
Marios;20
Mart;20
Matti-Jussi;20
Matti-Petteri;20
Micky;20
Miika-Matias;20
Mikel;20
Munasar;20
Mustaf;20
Olaf;20
Ollimatti;20
Olli-Mikko;20
Petrik;20
Raikko;20
Rain;20
Raman;20
Rex;20
Riccardo;20
Rida;20
Ropi;20
Sami-Ville;20
Sharmarke;20
Sverre;20
Tarkko;20
Timo-Matti;20
Urban;20
Veli-Martti;20
Vellu;20
Velmu;20
Vesa-Ville;20
Yacine;20
Zoltán;20
Aimee;19
Amel;19
Anju;19
Anna-Erika;19
Anna-Kajsa;19
Anna-Katarina;19
Anna-Liina;19
Anna-Marie;19
Ann-Catrine;19
Anneka;19
Ann-Maria;19
Ann-May;19
Ardita;19
Arja-Maija;19
Aslög;19
Astri;19
Ayesha;19
Aziza;19
Birgitte;19
Blanka;19
Carine;19
Cora;19
Dima;19
Dominika;19
Eli;19
Ella-Maaria;19
Ellimari;19
Elona;19
Erza;19
Evgenija;19
Fatime;19
Georgina;19
Hanna-Katri;19
Hanna-Marika;19
Helny;19
Hilta;19
Huong;19
Iidaliina;19
Iina-Emilia;19
Iina-Sofia;19
Ikhlaas;19
Inni;19
Izabelle;19
Jaana-Maija;19
Janiika;19
Janissa;19
Janna-Maria;19
Jean;19
Jerina;19
Jinka;19
Jippu;19
Kadi;19
Karmen;19
Karoline;19
Kathryn;19
Kianna;19
Kirsimaria;19
Laia;19
Laura-Liisa;19
Liisa-Lotta;19
Liivia;19
Linda-Mari;19
Lo;19
Lumi-Lilja;19
Ly;19
Maaren;19
Maarja;19
Mae;19
Mairi;19
Maj-Brit;19
Maleena;19
Mareena;19
María;19
Marie-Christine;19
Mariikka;19
Marjariitta;19
Marttiina;19
May-Len;19
Miia-Maaria;19
Miisa-Maria;19
Miro;19
Mona-Maria;19
Myriam;19
Natasa;19
Negin;19
Neija;19
Neva;19
Noel;19
Nuur;19
Parvin;19
Pia-Maarit;19
Pia-Pauliina;19
Pille;19
Rae;19
Riim;19
Riitta-Anneli;19
Rosemary;19
Safiyo;19
Sara-Emilia;19
Sari-Johanna;19
Seera;19
Selia;19
Shabnam;19
Shania;19
Silve;19
Sofija;19
Soini;19
Solin;19
Sona;19
Sonja-Maria;19
Sumayo;19
Sunita;19
Suvi-Sisko;19
Suvituulia;19
Thao;19
Tiina-Riikka;19
Uuna;19
Vilja-Maria;19
Vjollca;19
Wei;19
Yamina;19
Yu;19
Zandra;19
Zaynab;19
Zsuzsanna;19
Abdiasis;19
Abdikadir;19
Aivar;19
Akira;19
Anselm;19
Artto;19
Bilaal;19
Bülent;19
Carl-Olof;19
Cody;19
Dinh;19
Eden;19
Elwin;19
Emrah;19
Farah;19
Faris;19
Faton;19
Gaius;19
Gennady;19
Gökhan;19
Hari;19
Heinz;19
Henric;19
Ilhan;19
Ilmar;19
Immanuel;19
Indrek;19
Isa;19
Jakov;19
Jan-Christer;19
Jan-Michael;19
Jeff;19
Jere-Matti;19
Jesse-Petteri;19
Jibril;19
Jockum;19
Juho-Oskari;19
Jukka-Petri;19
Kamran;19
Karl-Gustaf;19
Kawa;19
Kristopher;19
Lari-Matti;19
Lars-Åke;19
László;19
Leart;19
Maahir;19
Maximillian;19
Mihhail;19
Mihka;19
Mikko-Juhani;19
Noar;19
Panu-Petteri;19
Pawel;19
Pehr-Erik;19
Per-Johan;19
Per-Åke;19
Piotr;19
Rocco;19
Rocky;19
Rodion;19
Samer;19
Sami-Jukka;19
Sirwan;19
Tao;19
Thai;19
Tommaso;19
Trevor;19
Ville-Kalle;19
Wael;19
Waleed;19
Wei;19
Yaroslav;19
Aala;18
Ahlaam;18
Aino-Ilona;18
Albulena;18
Alexander;18
Aljona;18
Aminata;18
Anna-Brita;18
Anna-Laura;18
Annareetta;18
Anneliina;18
Anne-Marjo;18
Anni-Ilona;18
Arja-Sisko;18
Avella;18
Beate;18
Bonnie;18
Briita;18
Brita-Liisa;18
Britt-Maj;18
Christiina;18
Dafina;18
Eevamari;18
Eija-Kaarina;18
Eija-Maarit;18
Eija-Maija;18
Elias;18
Elicia;18
Emilija;18
Emmalotta;18
Emma-Riikka;18
Emmi-Riikka;18
Enni-Sofia;18
Fereshteh;18
Gilda;18
Hanin;18
Hanna-Lotta;18
Hero;18
Ibtisam;18
Iida-Liina;18
Ilhaan;18
Inara;18
Inka-Mari;18
Iréne;18
Jaana-Kaisa;18
Jaana-Liisa;18
Jenni-Emilia;18
Jina;18
Jing;18
Jona;18
Jonina;18
Judy;18
Kaisamari;18
Kaisa-Reetta;18
Kateriina;18
Kati-Maria;18
Kirke;18
Larin;18
Leena-Anneli;18
Lena-Maria;18
Leticia;18
Luciana;18
Luiza;18
Lumi-Helmi;18
Marjan;18
Meriam;18
Meri-Helmi;18
Mia-Riitta;18
Michela;18
Millamari;18
Minna-Sisko;18
Mirva-Liisa;18
Muru;18
Nea-Noora;18
Nella-Maria;18
Pia-Susanna;18
Päivi-Liisa;18
Reem;18
Riitta-Mari;18
Rim;18
Robyn;18
Rona;18
Roxanne;18
Saido;18
Salla-Maari;18
Sanela;18
Sari-Helena;18
Satu-Maija;18
Satu-Päivi;18
Sea;18
Sena;18
Shqipe;18
Sofya;18
Solina;18
Stefani;18
Taia;18
Teija-Leena;18
Teija-Riitta;18
Thilda;18
Tiina-Sisko;18
Tuila;18
Tuula-Maria;18
Ulla-Kaija;18
Ulla-Kristiina;18
Venera;18
Verena;18
Viivia;18
Wai;18
Winnie;18
Ahvo;18
Anis;18
Antti-Jaakko;18
Ares;18
Ari-Mikko;18
Arkan;18
Artan;18
Artemi;18
Besart;18
Brage;18
Caro;18
Cem;18
Cevin;18
Crister;18
Eddi;18
Ellis;18
Enrique;18
Esapekka;18
Esa-Petteri;18
Esra;18
Fedja;18
Feeliks;18
Félix;18
Filippo;18
Geoffrey;18
Heikki-Juhani;18
Hendry;18
Ilir;18
Ilyaas;18
Iman;18
Jaakko-Juhani;18
Jalal;18
João;18
Jonnie;18
Joona-Petteri;18
Jusef;18
Juuso-Pekka;18
Lewis;18
Malcolm;18
Marko-Tapani;18
Mehran;18
Mesut;18
Momodou;18
Morten;18
Mubashir;18
Nils-Johan;18
Olli-Ville;18
Onni-Matti;18
Renni;18
Reuben;18
Rinor;18
Sabah;18
Samuele;18
Seelim;18
Sem;18
Serdar;18
Serge;18
Sherif;18
Thiago;18
Timitri;18
Toby;18
Veli-Veikko;18
Velmeri;18
Vesamatti;18
Vide;18
Vili-Veikka;18
Vitaliy;18
Yonatan;18
Yousuf;18
Yuri;18
Zakari;18
Zakarias;18
Zaki;18
Ziad;18
Adèle;17
Adette;17
Alicja;17
Almaas;17
Alwa;17
Amara;17
Anaïs;17
Anja-Maija;17
Anna-Bella;17
Anna-Sisko;17
Anne-Mai;17
Ann-Nina;17
Anu-Elina;17
Anu-Kristiina;17
Armida;17
Augusta;17
Aure;17
Blerina;17
Bojan;17
Celinda;17
Coco;17
Deeqa;17
Deeqo;17
Dorothea;17
Dua;17
Eeli;17
Elene;17
Eleonor;17
Elnaz;17
Els-Maj;17
Embla;17
Emiilia;17
Era;17
Esti;17
Evguenia;17
Fariba;17
Fartuun;17
Feride;17
Filsan;17
Francisca;17
Grete;17
Gullan;17
Gullvi;17
Hala;17
Hamda;17
Heba;17
Helmi-Lotta;17
Heta-Maria;17
Hillervo;17
Ida-Liisa;17
Iina-Mari;17
Ikraan;17
Ilsa;17
Irem;17
Irmelin;17
Ismahan;17
Jaana-Mari;17
Jenni-Julia;17
Juuni;17
Kaila;17
Karolin;17
Katja-Maaria;17
Kawsar;17
Kübra;17
Lada;17
Lea-Liisa;17
Leana;17
Liina-Maija;17
Liina-Maria;17
Liliane;17
Lilo;17
Lis-Mari;17
Lotta-Maija;17
Lumianna;17
Lumi-Tuuli;17
Marigona;17
Marilyn;17
Marjorie;17
Mea-Maria;17
Melodi;17
Milvi;17
Minttu-Mari;17
Miral;17
Nadya;17
Nasteeho;17
Nela;17
Neo;17
Niina-Riikka;17
Nike;17
Nina-Maarit;17
Noura;17
Onneli;17
Philippa;17
Piia-Liisa;17
Piia-Mari;17
Pinja-Maria;17
Pirjo-Sisko;17
Pirkkoliisa;17
Rama;17
Reeta-Maria;17
Riham;17
Ronda;17
Roosa-Emilia;17
Rosie;17
Roxana;17
Sadio;17
Safi;17
Saija-Liisa;17
Saija-Maria;17
Salla-Kaisa;17
Samar;17
Satu-Mari;17
Selin;17
Shams;17
Sievä;17
Sikke;17
Sini-Susanna;17
Sofja;17
Sylvie;17
Tarja-Helena;17
Teri;17
Tetyana;17
Tilly;17
Valerija;17
Valeriya;17
Venus;17
Virpi-Leena;17
Vita;17
Wendla;17
Weronika;17
Wiola;17
Ying;17
Zofia;17
Abdelkader;17
Abdulqadir;17
Adnaan;17
Amiin;17
Amon;17
Andrés;17
Andrus;17
Angel;17
Ansu;17
Antti-Mikael;17
Anuar;17
Aren;17
Arhi;17
Arseny;17
Arton;17
Atri;17
Avni;17
Basil;17
Brendan;17
Carl-Mikael;17
Castor;17
Cemal;17
Christophe;17
Davi;17
Diyar;17
Ebrima;17
Edmund;17
Eemel;17
Eldar;17
Elijas;17
Enso;17
Erwin;17
Farzad;17
Ferdinand;17
Firat;17
Franco;17
Fredrick;17
Hamze;17
Harold;17
Ilkka-Pekka;17
Ioan;17
Israel;17
Jan-Åke;17
Jaromir;17
Jere-Matias;17
Juha-Jaakko;17
Juho-Mikko;17
Kai-Pekka;17
Kai-Petteri;17
Kareem;17
Kari-Jukka;17
Kari-Jussi;17
Khaalid;17
Kåre;17
Lorik;17
Mahmud;17
Mansur;17
Markku-Pekka;17
Matte;17
Mirza;17
Muhannad;17
Mukhtar;17
Nabeel;17
Niko-Petri;17
Nova;17
Oku;17
Onni-Kalle;17
Oska;17
Per-Eric;17
Raed;17
Ram;17
Rami-Pekka;17
Reimo;17
Rodney;17
Roihu;17
Sakaria;17
Senad;17
Stuart;17
Tamás;17
Tauri;17
Teemu-Pekka;17
Teemu-Petteri;17
Thore;17
Tiago;17
Tiera;17
Timjami;17
Tommi-Petteri;17
Toni-Markus;17
Travis;17
Tri;17
Tyson;17
Ugur;17
Ulrik;17
Ville-Aleksi;17
Ville-Hermanni;17
Ville-Jussi;17
Vyacheslav;17
Wilhelmi;17
Wisam;17
Wolf;17
Xander;17
Aaliya;16
Adel;16
Afnan;16
Ailin;16
Ainikki;16
Ainoliina;16
Albana;16
Alexina;16
Alfa;16
Amino;16
Anahita;16
Anesa;16
Anfisa;16
Anila;16
Anjelika;16
Anni-Maaria;16
Antonella;16
Anuliisa;16
Anu-Susanna;16
Anzelika;16
Aster;16
Athina;16
Avilla;16
Berivan;16
Birthe;16
Caisa;16
Caro;16
Chatarina;16
Davina;16
Dilek;16
Dita;16
Drita;16
Ellimaria;16
Emeline;16
Emely;16
Emmilotta;16
Enniina;16
Eva-Mari;16
Evianna;16
Farhio;16
Farhiya;16
Farzana;16
Fitore;16
Gemma;16
Gull-Maj;16
Hanna-Helena;16
Hanna-Katariina;16
Hanna-Reeta;16
Heidi-Maarit;16
Heléne;16
Hilda-Maria;16
Ikhlas;16
Inas;16
Inga-Lis;16
Iri;16
Irini;16
Irja-Leena;16
Isabela;16
Jaana-Marja;16
Jenna-Juulia;16
Jenna-Riina;16
Jilla;16
Júlia;16
Kairi;16
Kaltrina;16
Khadijah;16
Khadijo;16
Klea;16
Kuu;16
Lamar;16
Larysa;16
Laura-Leena;16
Laura-Sofia;16
Lavinia;16
Leenakaisa;16
Leili;16
Leina;16
Liya;16
Lotta-Maaria;16
Lumo;16
Lyra;16
Lyyra;16
Maija-Riikka;16
Maj-Gun;16
Marcela;16
Maria-Terttu;16
Mari-Ella;16
Mari-Hannele;16
Marjana;16
Martiina;16
Marutzella;16
Marya;16
Meela;16
Meliha;16
Mija;16
Mika;16
Minna-Kaarina;16
Mirve;16
Mya;16
Mysi;16
Naava;16
Najah;16
Nala;16
Neele;16
Nerea;16
Nicoletta;16
Olessia;16
Olga-Maria;16
Oliwia;16
Piatta;16
Piiu;16
Pirketta;16
Päivi-Leena;16
Rahel;16
Reetta-Mari;16
Reija-Liisa;16
Riana;16
Riitta-Kaarina;16
Roosamaria;16
Sabiha;16
Salina;16
Salla-Maaret;16
Samra;16
Sanni-Kaisa;16
Sargit;16
Satu-Helena;16
Satu-Liisa;16
Silvana;16
Sindy;16
Sirkku-Leena;16
Skye;16
Suzanna;16
Terhi-Tuulia;16
Theodora;16
Tiina-Maarit;16
Tira;16
Tracy;16
Tuuliina;16
Tytti-Maria;16
Tähkä;16
Vianna;16
Vlada;16
Zarah;16
Zenita;16
Abas;16
Abdullaahi;16
Adrien;16
Akam;16
Akil;16
Akim;16
Aleksej;16
Alpertti;16
Anttipekka;16
Ari-Veikko;16
Ari-Ville;16
Armando;16
Arsenii;16
Ashraf;16
Ata;16
Ati;16
Ayad;16
Babak;16
Beni;16
Björn-Olof;16
Casmir;16
Cengiz;16
Daud;16
Derrick;16
Edmond;16
Ekke;16
Ensti;16
Erdal;16
Erkka-Pekka;16
Evangelos;16
Fadil;16
Finley;16
Gabriele;16
Ghulam;16
Hani;16
Heinrich;16
Hiwa;16
Huy;16
Iska;16
Jari-Heikki;16
Jarkko-Pekka;16
Jesse-Joonas;16
Jesse-Pekka;16
Jeton;16
Jico;16
Jonte;16
Juho-Kusti;16
Juho-Tuomas;16
Ka;16
Kaarne;16
Kaj-Mikael;16
Kalle-Eemeli;16
Kalle-Ville;16
Kami;16
Kari-Petteri;16
Lahja;16
Leif-Erik;16
Lennox;16
Lio;16
Lior;16
Loui;16
Marat;16
Marno;16
Mateus;16
Matt;16
Mauricio;16
Maxi;16
Mickey;16
Miiku;16
Mikko-Oskari;16
Miro-Matias;16
Morad;16
Mourad;16
Muslim;16
Nali;16
Nasser;16
Nazar;16
Nhat;16
Nipa;16
Noé;16
Norman;16
Pami;16
Péter;16
Ramadan;16
Roan;16
Roki;16
Rory;16
Ross;16
Samu-Ville;16
Semir;16
Shane;16
Siim;16
Sina;16
Tahir;16
Tran;16
Uwe;16
Vedat;16
Veija;16
Veino;16
Veli-Hannu;16
Veli-Valtteri;16
Ville-Vesa;16
Vilpas;16
Volmari;16
Väiski;16
Wolfgang;16
Yakup;16
Zack;16
Zion;16
Adile;15
Aime;15
Aleksa;15
Alix;15
Almira;15
Amila;15
Anais;15
Ancelika;15
Angeline;15
Anja-Maria;15
Anna-Eveliina;15
Annalisa;15
Annamaaria;15
Anne-Kristina;15
Annimaija;15
Anni-Riikka;15
Ansku;15
Antoinette;15
Anzhela;15
Arma;15
Aynur;15
Basma;15
Boel;15
Bria;15
Briana;15
Briitta-Liisa;15
Chantelle;15
Cheryl;15
Christelle;15
Christiana;15
Danja;15
Defne;15
Dila;15
Divine;15
Dorota;15
Dorotea;15
Eija-Sisko;15
Ejvor;15
Eleanoora;15
Elenor;15
Elga;15
Elina-Maria;15
Ellariina;15
Ellinore;15
Elsa-Maija;15
Emma-Julia;15
Emmi-Leena;15
Ena;15
Enid;15
Enisa;15
Enny;15
Eszter;15
Etna;15
Finja;15
Githa;15
Halina;15
Hamida;15
Henna-Reetta;15
Hila;15
Hind;15
Hui;15
Ida-Marie;15
Ija;15
Ikra;15
Iliana;15
Jeela;15
Jelizaveta;15
Jenni-Leena;15
Jia;15
Jiia;15
Joa;15
Joalin;15
Joella;15
Jun;15
Juuli-Anna;15
Kaarna;15
Kaia;15
Kaisi;15
Kay;15
Keren;15
Kerttu-Kaarina;15
Lavin;15
Leonore;15
Liisa-Mari;15
Liisa-Marja;15
Linda-Lotta;15
Lotta-Kaisa;15
Luka;15
Lumi-Maria;15
Lumnije;15
Ma.;15
Maie;15
Malvina;15
Manaal;15
Mara;15
Maria-Elena;15
Mariah;15
Mari-Anneli;15
Maris;15
Marisanna;15
Marja-Tuulikki;15
Marleen;15
Merette;15
Merja-Hannele;15
Merva;15
Mia-Maarit;15
Miinu;15
Miita;15
Mirka-Maria;15
Miya;15
Monique;15
Mumtaz;15
Myra;15
Natallia;15
Nea-Emilia;15
Neema;15
Neeta;15
Neili;15
Nellinoora;15
Piipa;15
Pike;15
Pikka;15
Priya;15
Razan;15
Réka;15
Remi;15
Riikkaliisa;15
Riitta-Helena;15
Ritva-Anneli;15
Romina;15
Saabiriin;15
Saara-Lotta;15
Saara-Mari;15
Sabriina;15
Saga-Sofia;15
Sandi;15
Sannu;15
Saria;15
Sari-Maria;15
Satu-Lotta;15
Seda;15
Seri;15
Sharmin;15
Simin;15
Sinaida;15
Sinimarja;15
Solange;15
Suha;15
Sumeja;15
Taika-Tuuli;15
Taria;15
Teela;15
Teodora;15
Terje;15
Thua;15
Tiina-Tuulia;15
Tilhi;15
Tilja;15
Tu;15
Tuuva;15
Ulla-Pia;15
Vanesa;15
Vanni;15
Veera-Sofia;15
Villiina;15
Virna;15
Wanja;15
Yasmiin;15
Zoé;15
Zoey;15
Zohra;15
Özlem;15
Aapro;15
Abdishakur;15
Abdulaahi;15
Adar;15
Aku-Ville;15
Aman;15
Anatolii;15
Antonis;15
Arbnor;15
Aris;15
Arlind;15
Arn;15
Áron;15
Arsenij;15
Arto-Pekka;15
Augustin;15
Ayhan;15
Bajram;15
Bakhtiar;15
Bassam;15
Benedict;15
Blerim;15
Bore;15
Carsten;15
Cian;15
Cole;15
Cooper;15
Craig;15
Danel;15
Deni;15
Dima;15
Eeno;15
Eino-Pekka;15
Erkki-Mikael;15
Feodor;15
Fitim;15
Guillermo;15
Hamzah;15
Haron;15
Heikki-Matti;15
Huima;15
Husam;15
Issa;15
Jaden;15
Janis;15
Jan-Magnus;15
Jan-Patrik;15
Jari-Antti;15
Jesus;15
Jimmi;15
Jocke;15
Jude;15
Juho-Kalle;15
Kaiho;15
Kale;15
Kalle-Juhani;15
Karol;15
Kie;15
Kieran;15
Kingsley;15
Kjell-Erik;15
Klas-Erik;15
Latif;15
Lex;15
Luucas;15
Lyly;15
Mahmut;15
Make;15
Mamadou;15
Marian;15
Mika-Juhani;15
Mirsad;15
Moussa;15
Munir;15
Murtada;15
Nabiil;15
Nael;15
Najib;15
Nikos;15
Nils-Göran;15
Nils-Olof;15
Nizar;15
Noël;15
Noor;15
Onni-Eemeli;15
Paul-Henrik;15
Petu;15
Rafik;15
Randy;15
Raphaël;15
Reine;15
Rion;15
Sabir;15
Salvatore;15
Sami-Antti;15
Santino;15
Semih;15
Simi;15
Soheil;15
Stavros;15
Sulaiman;15
Suleyman;15
Sunny;15
Taoufik;15
Tatu-Matti;15
Tempo;15
Timka;15
Timo-Petteri;15
Timo-Tapio;15
Toni-Matti;15
Toni-Petri;15
Ulf-Erik;15
Valfrid;15
Vanja;15
Viimo;15
Villematti;15
Ville-Pertti;15
Vilmeri;15
Vladyslav;15
Vänni;15
Wai;15
Weikko;15
Wihtori;15
Yahia;15
Yaqub;15
Zeb;15
Aaria;14
Adelin;14
Ai;14
Aija-Riitta;14
Aiko;14
Ala;14
Alanna;14
Alejandra;14
Alexis;14
Allison;14
Anna-Carin;14
Annalotta;14
Annami;14
Anna-Pia;14
Anne-Kaisa;14
Annely;14
Anne-Sisko;14
Ave;14
Avesta;14
Bahja;14
Baran;14
Betti;14
Brigitta;14
Carissa;14
Carlotta;14
Catrina;14
Cecilie;14
Charlene;14
Chia;14
Christiane;14
Diina;14
Donika;14
Eeri;14
Eeva-Reetta;14
Eha;14
Ella-Roosa;14
Emel;14
Emira;14
Emma-Reetta;14
Eva-Riitta;14
Fahmo;14
Fanni-Sofia;14
Fatuma;14
Fay;14
Filiz;14
Franziska;14
Freyja;14
Friia;14
Georgia;14
Gulnara;14
Hafso;14
Hanifa;14
Hanna-Karoliina;14
Hanna-Lea;14
Hanna-Sisko;14
Hanne-Leena;14
Hava;14
Helina;14
Heli-Riitta;14
Hella;14
Hosna;14
Iida-Kaisa;14
Iina-Maija;14
Ikraam;14
Ildikó;14
Inka-Liisa;14
Inke;14
Iria;14
Ivanna;14
Janitta;14
Jannat;14
Jarita;14
Jasmiin;14
Jolanta;14
Jonna-Julia;14
Josetta;14
Juana;14
Jutta-Maria;14
Kaika;14
Kaire;14
Kaisa-Riitta;14
Karine;14
Katja-Helena;14
Katja-Marika;14
Khadro;14
Kyra;14
Kätlin;14
Laura-Mari;14
Leonor;14
Lilyan;14
Loretta;14
Ma;14
Maina;14
Mallu;14
Marget;14
Marguerite;14
Maria-Elina;14
Mari-Annukka;14
Mari-Jaana;14
Marja-Hannele;14
Marja-Lena;14
Marlén;14
Marzieh;14
Meemi;14
Meg;14
Mii;14
Miilia;14
Milona;14
Minca;14
Minna-Elina;14
Minna-Marjaana;14
Minna-Susanna;14
Mollie;14
Monia;14
Myrna;14
Nadiya;14
Naila;14
Natasia;14
Natta;14
Neea-Maria;14
Nena;14
Neri;14
Nicoline;14
Niika;14
Nora-Maria;14
Oona-Sofia;14
Pia-Johanna;14
Pia-Marja;14
Pian;14
Piija;14
Precious;14
Ragna;14
Rand;14
Reeta-Kaisa;14
Renita;14
Ria-Maria;14
Rika;14
Rima;14
Ritvaliisa;14
Roine;14
Roni;14
Rosa-Mari;14
Ros-Maj;14
Ruusu-Maria;14
Saaramaria;14
Sabah;14
Sabirin;14
Saija-Riikka;14
Salima;14
Salla-Sofia;14
Salla-Tuulia;14
Saranna;14
Sari-Leena;14
Satu-Hannele;14
Satu-Kaarina;14
Sevda;14
Sevgi;14
Seyedeh;14
Shilan;14
Shukrije;14
Sirius;14
Stina-Maria;14
Sydney;14
Taini;14
Taru-Maija;14
Tasniim;14
Tea-Maria;14
Tessi;14
Tia-Mari;14
Tiia-Maarit;14
Tiia-Mariia;14
Tiinaliisa;14
Tilli;14
Titta-Riina;14
To;14
Toivi;14
Tone;14
Tran;14
Tyyra;14
Ulla-Helena;14
Ullariikka;14
Ulla-Sisko;14
Urda;14
Vesna;14
Viviane;14
Yagmur;14
Yalda;14
Yelena;14
Yvette;14
Zsófia;14
Abderrahim;14
Abdisalam;14
Abdukadir;14
Akif;14
Alari;14
Aleksey;14
Alexandro;14
Alfonso;14
Ameer;14
Amel;14
Amr;14
Andrii;14
Anil;14
Antti-Jukka;14
Arham;14
Arun;14
Arwid;14
Aws;14
Axu;14
Bahman;14
Barry;14
Bedri;14
Behzad;14
Béla;14
Bernd;14
Blake;14
Camilo;14
Cao;14
Carl-Fredrik;14
Cary;14
Deon;14
Dmitriy;14
Eliam;14
Elio;14
Emel;14
Emiliano;14
Ewert;14
Eyal;14
Fikret;14
Finlay;14
Gael;14
Geir;14
Hans-Olof;14
Heimer;14
Hemming;14
Idiris;14
Ihsan;14
Iiro-Pekka;14
Ilan;14
Iljas;14
Innocent;14
Ion;14
Isaiah;14
Islam;14
Jad;14
Jani-Mikael;14
Jarek;14
Jari-Markus;14
Jasmin;14
Jeriko;14
Jerkka;14
Juho-Eemil;14
Juusa;14
Jörg;14
Kai-Eerik;14
Karl-Magnus;14
Karzan;14
Laith;14
Lare;14
León;14
Lorentz;14
Luuka;14
Mansour;14
Marko-Juhani;14
Masuud;14
Matti-Mikael;14
Mentor;14
Miika-Markus;14
Mischa;14
Modou;14
Morteza;14
Navid;14
Nicola;14
Nico-Petteri;14
Oktay;14
Ollie;14
Onni-Matias;14
Orion;14
Ossi-Petteri;14
Otto-Oskari;14
Panagiotis;14
Per-Anders;14
Per-Håkan;14
Piko;14
Platon;14
Rahman;14
Rahul;14
Rai;14
Rasul;14
Repe;14
Rieti;14
Rostislav;14
Sadiq;14
Safwan;14
Saku-Matti;14
Salam;14
Sergiy;14
Shaho;14
Shahram;14
Shaun;14
Solmu;14
Sverker;14
Syksy;14
Tam;14
Tane;14
Tanel;14
Taru;14
Thorolf;14
Till;14
Timo-Jukka;14
Todd;14
Tomer;14
Uoti;14
Usama;14
Utu;14
Uuras;14
Valerii;14
Valeriy;14
Vasilij;14
Veli-Pentti;14
Vili-Verneri;14
Villeveikko;14
Volkan;14
Volodymyr;14
Wesley;14
Yaser;14
Ümit;14
Zoran;14
Aada-Emilia;13
Aalo;13
Adelaide;13
Adrianna;13
Agatha;13
Agnia;13
Aia;13
Aileen;13
Ainoliisa;13
Aksa;13
Akuliina;13
Aleyna;13
Almina;13
Ama;13
Amaia;13
Ammi;13
Amrita;13
An;13
Angeliina;13
Anne-Marjatta;13
Annevi;13
Annikaisa;13
Anny;13
Antigona;13
Arin;13
Arisa;13
Astra;13
Aulona;13
Benin;13
Beryl;13
Besarta;13
Brita-Lisa;13
Clarisse;13
Cristel;13
Dalila;13
Damaris;13
Danika;13
Delal;13
Derin;13
Desire;13
Diandra;13
Dianna;13
Diellza;13
Dimitra;13
Diona;13
Dona;13
Dorthy;13
Eeni;13
Eeti;13
Eeva-Inkeri;13
Eeva-Sofia;13
Eija-Maria;13
Ella-Kaisa;13
Elzbieta;13
Emila;13
Enni-Lotta;13
Essi-Emilia;13
Essi-Lotta;13
Eva-Marja;13
Evangeline;13
Farhana;13
Fathi;13
Febe;13
Fjolla;13
Fredrica;13
Galyna;13
Ganimete;13
Gianna;13
Giovanna;13
Gisella;13
Glory;13
Gun-Mari;13
Habibo;13
Hadiya;13
Hanna-Emilia;13
Hanna-Kaija;13
Hanna-Lena;13
Hanna-Pauliina;13
Hanna-Tuulia;13
Hedi;13
Heidi-Maaria;13
Heidi-Marika;13
Heliä;13
Heloisa;13
Hennariina;13
Henna-Sofia;13
Heta-Maija;13
Hilal;13
Hildi;13
Hilla-Mari;13
Hinda;13
Iida-Elina;13
Iina-Lotta;13
Iita-Maria;13
Imane;13
Inka-Sofia;13
Ippa;13
Irma-Leena;13
Ivanka;13
Jara;13
Jeanna;13
Jena;13
Jenni-Elina;13
Jennyfer;13
